Num_of_Elem,Density_calc,dHmix,dSmix,Atom.Size.Diff,Elect.Diff,VEC,Phases
5.0,8.569015185,-2.125,12.96707842,5.703787685,0.270497227,4.375,BCC_SS
5.0,8.569015185,-2.125,12.96707842,5.703787685,0.270497227,4.375,BCC_SS
5.0,9.309718284,0.875,12.96707842,4.862116278,0.118215904,4.25,BCC_SS
5.0,9.309718284,0.875,12.96707842,4.862116278,0.118215904,4.25,BCC_SS
6.0,7.21529413,-8.1781746,11.54335869,6.453990904,0.165555851,7.346191889,FCC_SS
6.0,7.21529413,-8.1781746,11.54335869,6.453990904,0.165555851,7.346191889,FCC_SS
6.0,7.21529413,-8.1781746,11.54335869,6.453990904,0.165555851,7.346191889,FCC_SS
6.0,7.21529413,-8.1781746,11.54335869,6.453990904,0.165555851,7.346191889,FCC_SS
6.0,7.21529413,-8.1781746,11.54335869,6.453990904,0.165555851,7.346191889,FCC_SS
6.0,7.21529413,-8.1781746,11.54335869,6.453990904,0.165555851,7.346191889,FCC_SS
6.0,7.21529413,-8.1781746,11.54335869,6.453990904,0.165555851,7.346191889,FCC_SS
4.0,6.482580111,-13.4844,11.29676653,5.708363976,0.14752071,6.98,Im
4.0,6.482580111,-13.4844,11.29676653,5.708363976,0.14752071,6.98,Im
4.0,6.482580111,-13.4844,11.29676653,5.708363976,0.14752071,6.98,Im
4.0,6.482580111,-13.4844,11.29676653,5.708363976,0.14752071,6.98,Im
4.0,6.482580111,-13.4844,11.29676653,5.708363976,0.14752071,6.98,Im
4.0,6.482580111,-13.4844,11.29676653,5.708363976,0.14752071,6.98,Im
4.0,6.482580111,-13.4844,11.29676653,5.708363976,0.14752071,6.98,Im
4.0,6.482580111,-13.4844,11.29676653,5.708363976,0.14752071,6.98,Im
4.0,6.482580111,-13.4844,11.29676653,5.708363976,0.14752071,6.98,Im
4.0,6.482580111,-13.4844,11.29676653,5.708363976,0.14752071,6.98,Im
4.0,13.64,-6.5,11.53,2.27,0.36,5.5,BCC_SS
4.0,13.64,-6.5,11.53,2.27,0.36,5.5,BCC_SS
5.0,12.36,-4.64,13.38,3.21,0.34,5.4,BCC_SS
5.0,12.36,-4.64,13.38,3.21,0.34,5.4,BCC_SS
3.0,8.28,-4.89,9.13,1.12,0.11,8.33,FCC_PLUS_BCC
4.0,8.293769544,-4.874118387,9.289246706,0.168045878,0.111272373,8.332225914,FCC_SS
3.0,8.28,-4.89,9.13,1.12,0.11,8.33,FCC_SS
5.0,8.03,-4.16,13.38,0.92,0.14,8.0,FCC_SS
3.0,8.28,-4.89,9.13,1.12,0.11,8.33,FCC_SS
5.0,8.03,-4.16,13.38,0.92,0.14,8.0,FCC_SS
5.0,8.03,-4.16,13.38,0.92,0.14,8.0,FCC_SS
6.0,7.99,-4.92,14.53,7.13,0.22,4.9,Im
6.0,7.99,-4.92,14.53,7.13,0.22,4.9,Im
6.0,7.99,-4.92,14.53,7.13,0.22,4.9,Im
5.0,7.15,-16.84,14.53,4.34,0.22,4.3,BCC_SS
3.0,9.975229265,1.333333333,9.134370237,1.064065164,0.041096093,4.666666667,BCC_SS
4.0,9.261337121,2.125,10.98247607,3.841219005,0.084103731,4.625,BCC_SS
6.0,7.544302414,-7.5184,14.40897963,4.345955752,0.130196621,7.71,Im
6.0,7.544302414,-7.5184,14.40897963,4.345955752,0.130196621,7.71,Im
6.0,7.544302414,-7.5184,14.40897963,4.345955752,0.130196621,7.71,Im
5.0,7.926436279,-7.346938776,12.56917544,3.658435996,0.111625792,8.047619048,Im
5.0,7.926436279,-7.346938776,12.56917544,3.658435996,0.111625792,8.047619048,Im
5.0,7.926436279,-7.346938776,12.56917544,3.658435996,0.111625792,8.047619048,Im
5.0,7.926436279,-7.346938776,12.56917544,3.658435996,0.111625792,8.047619048,Im
5.0,7.926436279,-7.346938776,12.56917544,3.658435996,0.111625792,8.047619048,Im
5.0,7.926436279,-7.346938776,12.56917544,3.658435996,0.111625792,8.047619048,Im
5.0,7.33,-9.09,13.15,4.22,0.11,7.67,FCC_PLUS_BCC
5.0,8.025996582,-3.768,13.17352896,3.255827217,0.136373714,7.93,FCC_SS
5.0,8.096366177,-3.886419753,13.10421444,2.58997738,0.123693618,8.077777778,FCC_SS
6.0,7.083622569,-11.94453931,13.2671945,5.422491548,0.124400344,7.652892562,Im
6.0,7.083622569,-11.94453931,13.2671945,5.422491548,0.124400344,7.652892562,Im
6.0,7.083622569,-11.94453931,13.2671945,5.422491548,0.124400344,7.652892562,Im
6.0,7.083622569,-11.94453931,13.2671945,5.422491548,0.124400344,7.652892562,Im
6.0,7.083622569,-11.94453931,13.2671945,5.422491548,0.124400344,7.652892562,Im
6.0,7.083622569,-11.94453931,13.2671945,5.422491548,0.124400344,7.652892562,Im
4.0,6.52433557,-1.777777778,10.58454586,6.956581546,0.123107902,4.222222222,BCC_SS
4.0,6.72390148,-0.4,12.22898133,6.682543255,0.12163881,4.3,BCC_SS
5.0,6.887990805,0.52892562,12.60229632,6.436207738,0.119627521,4.363636364,BCC_SS
4.0,6.52433557,-1.777777778,10.58454586,6.956581546,0.123107902,4.222222222,BCC_SS
4.0,6.72390148,-0.4,12.22898133,6.682543255,0.12163881,4.3,BCC_SS
5.0,6.887990805,0.52892562,12.60229632,6.436207738,0.119627521,4.363636364,BCC_SS
5.0,5.86780852,-13.75206612,13.2546386,6.288154515,0.040696417,4.727272727,Im
5.0,5.86780852,-13.75206612,13.2546386,6.288154515,0.040696417,4.727272727,Im
5.0,5.86780852,-13.75206612,13.2546386,6.288154515,0.040696417,4.727272727,Im
5.0,5.86780852,-13.75206612,13.2546386,6.288154515,0.040696417,4.727272727,Im
5.0,8.400470171,-6.826618379,11.59727816,2.462154283,0.103645634,8.659574468,FCC_SS
5.0,8.400470171,-6.826618379,11.59727816,2.462154283,0.103645634,8.659574468,FCC_SS
5.0,8.400470171,-6.826618379,11.59727816,2.462154283,0.103645634,8.659574468,FCC_SS
5.0,8.400470171,-6.826618379,11.59727816,2.462154283,0.103645634,8.659574468,FCC_SS
5.0,8.400470171,-6.826618379,11.59727816,2.462154283,0.103645634,8.659574468,FCC_SS
6.0,7.432029989,-14.63666667,12.91925854,5.631744257,0.12911663,8.091666667,Im
6.0,7.432029989,-14.63666667,12.91925854,5.631744257,0.12911663,8.091666667,Im
6.0,7.432029989,-14.63666667,12.91925854,5.631744257,0.12911663,8.091666667,Im
6.0,7.432029989,-14.63666667,12.91925854,5.631744257,0.12911663,8.091666667,Im
6.0,7.432029989,-14.63666667,12.91925854,5.631744257,0.12911663,8.091666667,Im
5.0,8.511396386,0.980655458,11.45272946,4.491803564,0.114630243,4.099722992,BCC_SS
4.0,7.690438695,-0.882,9.650030892,4.092070055,0.1392543,7.46,FCC_SS
5.0,7.372379037,-7.5744,12.62984004,4.429915505,0.103058187,7.65,Im
5.0,7.372379037,-7.5744,12.62984004,4.429915505,0.103058187,7.65,Im
5.0,7.372379037,-7.5744,12.62984004,4.429915505,0.103058187,7.65,Im
5.0,7.372379037,-7.5744,12.62984004,4.429915505,0.103058187,7.65,Im
5.0,7.372379037,-7.5744,12.62984004,4.429915505,0.103058187,7.65,Im
5.0,8.374393129,-4.153596539,12.82599837,2.377731963,0.127279646,8.093023256,Im
5.0,7.64,-7.27,12.83,3.49,0.11,7.88,Im
5.0,7.372379037,-7.5744,12.62984004,4.429915505,0.103058187,7.65,Im
5.0,7.372379037,-7.5744,12.62984004,4.429915505,0.103058187,7.65,Im
5.0,7.372379037,-7.5744,12.62984004,4.429915505,0.103058187,7.65,Im
5.0,7.372379037,-7.5744,12.62984004,4.429915505,0.103058187,7.65,Im
5.0,7.372379037,-7.5744,12.62984004,4.429915505,0.103058187,7.65,Im
5.0,7.372379037,-7.5744,12.62984004,4.429915505,0.103058187,7.65,Im
5.0,7.372379037,-7.5744,12.62984004,4.429915505,0.103058187,7.65,Im
5.0,7.372379037,-7.5744,12.62984004,4.429915505,0.103058187,7.65,Im
5.0,7.372379037,-7.5744,12.62984004,4.429915505,0.103058187,7.65,Im
4.0,8.702267947,-3.2,13.38161053,6.097271121,0.309554519,4.6,BCC_SS
5.0,7.268615152,-2.602076125,12.70837022,6.316335052,0.297856239,4.764705882,BCC_SS
5.0,7.219283319,-2.666666667,13.14594406,6.554204762,0.289524941,4.777777778,BCC_SS
5.0,7.173980851,-2.703601108,13.33280622,6.727569386,0.281855742,4.789473684,BCC_SS
5.0,7.132233447,-2.72,13.38161053,6.853413663,0.274765354,4.8,BCC_SS
5.0,7.057851752,-2.710743802,13.2546386,7.005904617,0.262054817,4.818181818,BCC_SS
5.0,6.993560446,-2.666666667,12.97646755,7.071199247,0.250959271,4.833333333,BCC_SS
5.0,7.32253895,-2.5,11.52629192,5.98801153,0.306950729,4.75,BCC_SS
5.0,7.64,-7.27,12.83,3.49,0.11,7.88,Im
5.0,7.64,-7.27,12.83,3.49,0.11,7.88,Im
5.0,7.64,-7.27,12.83,3.49,0.11,7.88,Im
5.0,7.64,-7.27,12.83,3.49,0.11,7.88,Im
4.0,7.760129907,-0.92,9.713640154,3.833181374,0.132075736,7.6,FCC_PLUS_BCC
4.0,7.760129907,-0.92,9.713640154,3.833181374,0.132075736,7.6,FCC_PLUS_BCC
4.0,7.760129907,-0.92,9.713640154,3.833181374,0.132075736,7.6,FCC_PLUS_BCC
4.0,7.760129907,-0.92,9.713640154,3.833181374,0.132075736,7.6,FCC_PLUS_BCC
4.0,7.760129907,-0.92,9.713640154,3.833181374,0.132075736,7.6,FCC_PLUS_BCC
4.0,7.760129907,-0.92,9.713640154,3.833181374,0.132075736,7.6,FCC_PLUS_BCC
5.0,7.64,-7.27,12.83,3.49,0.11,7.88,Im
5.0,7.64,-7.27,12.83,3.49,0.11,7.88,Im
5.0,7.64,-7.27,12.83,3.49,0.11,7.88,Im
5.0,7.64,-7.27,12.83,3.49,0.11,7.88,FCC_SS
5.0,7.64,-7.27,12.83,3.49,0.11,7.88,FCC_SS
5.0,7.64,-7.27,12.83,3.49,0.11,7.88,Im
5.0,7.64,-7.27,12.83,3.49,0.11,7.88,Im
5.0,7.64,-7.27,12.83,3.49,0.11,7.88,FCC_SS
5.0,7.64,-7.27,12.83,3.49,0.11,7.88,Im
6.0,9.910915715,1.888888889,12.41459683,19.05954827,0.246152806,3.666666667,BCC_SS
4.0,6.614401443,-13.75,11.52629192,6.237363717,0.117553179,7.5,BCC_SS
4.0,8.612248127,2.375,10.98247607,5.234209818,0.103855368,4.375,BCC_SS
4.0,8.362092405,2.44,11.44258394,4.780298313,0.100869966,4.45,BCC_SS
4.0,7.796933033,2.36,11.18422299,4.717914152,0.101354576,4.4,BCC_SS
4.0,7.2301821,2.26,10.72500744,4.65247045,0.101797593,4.35,BCC_SS
4.0,6.661832874,2.14,9.996163975,4.583851177,0.10219956,4.3,BCC_SS
5.0,5.76,-17.44,13.38,5.53,0.11,4.2,BCC_SS
5.0,5.540863957,-16.75193337,12.198543,4.420373774,0.052617394,4.243902439,Im
5.0,5.587998462,-17.38408304,12.70837022,4.966561777,0.070332871,4.235294118,Im
5.0,5.65713141,-18.17283951,13.14594406,5.607337231,0.089083121,4.222222222,Im
5.0,5.76,-17.44,13.38,5.53,0.11,4.2,Im
5.0,5.853909651,-19.30578512,13.2546386,6.72027796,0.121437669,4.181818182,Im
5.0,5.76,-17.44,13.38,5.53,0.11,4.2,BCC_SS
5.0,5.540863957,-16.75193337,12.198543,4.420373774,0.052617394,4.243902439,Im
5.0,5.587998462,-17.38408304,12.70837022,4.966561777,0.070332871,4.235294118,Im
5.0,5.65713141,-18.17283951,13.14594406,5.607337231,0.089083121,4.222222222,Im
5.0,5.76,-17.44,13.38,5.53,0.11,4.2,Im
5.0,5.853909651,-19.30578512,13.2546386,6.72027796,0.121437669,4.181818182,Im
5.0,6.72,-12.32,13.38,5.25,0.12,7.2,Im
5.0,6.72,-12.32,13.38,5.25,0.12,7.2,BCC_SS
5.0,6.72,-12.32,13.38,5.25,0.12,7.2,Im
5.0,6.72,-12.32,13.38,5.25,0.12,7.2,Im
5.0,7.817928465,-10.74380165,12.85913616,4.885035952,0.121865662,8.090909091,BCC_SS
4.0,6.26,-11.5,11.53,6.2,0.11,6.5,FCC_SS
5.0,6.72,-12.32,13.38,5.25,0.12,7.2,FCC_PLUS_BCC
5.0,7.35,-7.14,11.89,4.41,0.1,7.5,FCC_PLUS_BCC
5.0,7.08,-8.55,11.86,5.13,0.1,7.38,FCC_PLUS_BCC
6.0,7.871764882,-6.26,13.37699643,2.403624139,0.113643082,7.95,FCC_SS
3.0,8.28,-4.89,9.13,1.12,0.11,8.33,FCC_SS
3.0,8.28,-4.89,9.13,1.12,0.11,8.33,FCC_SS
3.0,8.28,-4.89,9.13,1.12,0.11,8.33,FCC_SS
3.0,8.28,-4.89,9.13,1.12,0.11,8.33,FCC_SS
5.0,8.03,-4.16,13.38,0.92,0.14,8.0,FCC_SS
5.0,8.03,-4.16,13.38,0.92,0.14,8.0,FCC_SS
5.0,8.03,-4.16,13.38,0.92,0.14,8.0,FCC_SS
5.0,8.03,-4.16,13.38,0.92,0.14,8.0,FCC_SS
5.0,8.03,-4.16,13.38,0.92,0.14,8.0,FCC_SS
5.0,8.03,-4.16,13.38,0.92,0.14,8.0,FCC_SS
5.0,8.03,-4.16,13.38,0.92,0.14,8.0,FCC_SS
5.0,8.03,-4.16,13.38,0.92,0.14,8.0,FCC_SS
5.0,8.03,-4.16,13.38,0.92,0.14,8.0,FCC_SS
5.0,8.03,-4.16,13.38,0.92,0.14,8.0,FCC_SS
5.0,8.03,-4.16,13.38,0.92,0.14,8.0,FCC_SS
5.0,8.03,-4.16,13.38,0.92,0.14,8.0,FCC_SS
5.0,8.03,-4.16,13.38,0.92,0.14,8.0,FCC_SS
5.0,8.03,-4.16,13.38,0.92,0.14,8.0,FCC_SS
5.0,8.03,-4.16,13.38,0.92,0.14,8.0,FCC_SS
5.0,8.03,-4.16,13.38,0.92,0.14,8.0,FCC_SS
5.0,8.03,-4.16,13.38,0.92,0.14,8.0,FCC_SS
5.0,8.03,-4.16,13.38,0.92,0.14,8.0,FCC_SS
5.0,8.03,-4.16,13.38,0.92,0.14,8.0,FCC_SS
5.0,8.03,-4.16,13.38,0.92,0.14,8.0,FCC_SS
5.0,8.03,-4.16,13.38,0.92,0.14,8.0,FCC_SS
5.0,8.03,-4.16,13.38,0.92,0.14,8.0,FCC_SS
5.0,8.03,-4.16,13.38,0.92,0.14,8.0,FCC_SS
5.0,8.03,-4.16,13.38,0.92,0.14,8.0,FCC_SS
5.0,8.03,-4.16,13.38,0.92,0.14,8.0,FCC_SS
5.0,8.03,-4.16,13.38,0.92,0.14,8.0,FCC_SS
4.0,9.181279636,-0.25,11.52629192,3.93470745,0.050682837,4.75,BCC_SS
5.0,9.9,2.72,13.38,4.01,0.12,4.4,BCC_SS
4.0,6.46,-0.25,11.53,6.03,0.12,4.5,BCC_SS
5.0,5.76,-17.44,13.38,5.53,0.11,4.2,BCC_SS
5.0,3.642828346,-1.0,11.52629192,8.457736664,0.206514981,5.125,FCC_SS
5.0,8.03,-4.16,13.38,0.92,0.14,8.0,FCC_SS
5.0,8.03,-4.16,13.38,0.92,0.14,8.0,FCC_SS
5.0,8.03,-4.16,13.38,0.92,0.14,8.0,Im
4.0,2.758252995,-0.7424,4.293979962,3.906426222,0.100828766,3.24,Im
4.0,2.756890625,-0.975476,4.460017456,4.061900885,0.102267781,3.243,Im
4.0,2.755365447,-1.203718853,4.581574318,4.205199849,0.103531114,3.245264207,Im
4.0,2.753851129,-1.429225838,4.689506614,4.342453637,0.10476355,3.247514911,Im
5.0,2.752347554,-1.652033581,4.788470698,4.474232394,0.105966377,3.24975223,Im
5.0,7.994666565,0.8225,12.79604395,3.874411655,0.07690538,8.9,FCC_SS
4.0,8.17,-3.75,11.53,1.03,0.1,8.25,FCC_SS
5.0,8.942647568,-4.457025,12.8283229,3.881836786,0.142748021,8.0925,FCC_SS
7.0,11.08932892,-2.93877551,16.17919618,6.024071519,0.38134563,4.857142857,BCC_SS
7.0,11.08932892,-2.93877551,16.17919618,6.024071519,0.38134563,4.857142857,BCC_SS
7.0,11.08932892,-2.93877551,16.17919618,6.024071519,0.38134563,4.857142857,BCC_SS
5.0,9.9,2.72,13.38,4.01,0.12,4.4,BCC_SS
5.0,9.9,2.72,13.38,4.01,0.12,4.4,BCC_SS
5.0,9.9,2.72,13.38,4.01,0.12,4.4,BCC_SS
5.0,9.9,2.72,13.38,4.01,0.12,4.4,BCC_SS
6.0,11.20730067,-3.222222222,14.8975162,5.720897965,0.354483192,4.666666667,BCC_SS
6.0,11.20730067,-3.222222222,14.8975162,5.720897965,0.354483192,4.666666667,BCC_SS
6.0,11.20730067,-3.222222222,14.8975162,5.720897965,0.354483192,4.666666667,BCC_SS
5.0,9.37,-2.56,13.38,3.34,0.24,5.0,Im
5.0,8.33,3.2,13.38,1.07,0.09,8.8,FCC_SS
5.0,8.33,3.2,13.38,1.07,0.09,8.8,FCC_SS
5.0,8.33,3.2,13.38,1.07,0.09,8.8,FCC_SS
5.0,8.33,3.2,13.38,1.07,0.09,8.8,FCC_SS
5.0,8.33,3.2,13.38,1.07,0.09,8.8,FCC_SS
5.0,8.33,3.2,13.38,1.07,0.09,8.8,FCC_SS
4.0,7.692890375,-3.52,11.07635214,3.283574153,0.129830659,7.4,FCC_PLUS_BCC
5.0,7.781753766,-1.6,12.32940863,3.268190907,0.134551106,7.65,FCC_PLUS_BCC
5.0,7.870791909,0.08,12.94655784,3.248790727,0.138072445,7.9,FCC_PLUS_BCC
5.0,7.960005317,1.52,13.27656913,3.225328437,0.140484875,8.15,FCC_PLUS_BCC
5.0,8.04,2.72,13.38,0.92,0.14,8.4,FCC_PLUS_BCC
5.0,8.04,2.72,13.38,0.92,0.14,8.4,FCC_PLUS_BCC
5.0,8.344238564,3.2,13.38161053,1.033203661,0.092217135,8.8,FCC_SS
5.0,8.04,2.72,13.38,0.92,0.14,8.4,Im
5.0,8.050041276,4.16,13.38161053,3.14703294,0.136323146,8.2,FCC_PLUS_BCC
6.0,6.44,-17.92,14.7,6.12,0.13,6.91,BCC_SS
5.0,8.906166192,-3.537414966,12.56917544,2.065570286,0.148759039,8.142857143,FCC_SS
5.0,9.827912573,-3.259259259,13.14594406,3.012227708,0.192642444,8.0,Im
4.0,,2.5,11.53,3.75,3.92,4.5,BCC_SS
5.0,,1.26,12.6,3.96,3.81,4.575,BCC_SS
5.0,,0.135,13.08,4.13,3.7,4.65,BCC_SS
5.0,,-0.87,13.31194683,4.27,3.57,4.725,BCC_SS
5.0,,-1.76,13.38161053,4.38,3.44,4.8,BCC_SS
5.0,6.72,-12.32,13.38,5.25,0.12,7.2,BCC_SS
5.0,6.72,-12.32,13.38,5.25,0.12,7.2,BCC_SS
5.0,6.72,-12.32,13.38,5.25,0.12,7.2,Im
5.0,6.72,-12.32,13.38,5.25,0.12,7.2,Im
5.0,6.72,-12.32,13.38,5.25,0.12,7.2,Im
5.0,6.72,-12.32,13.38,5.25,0.12,7.2,Im
3.0,8.28,-4.89,9.13,1.12,0.11,8.33,FCC_SS
6.0,7.600796932,-2.650887574,16.00634718,4.425912803,0.13887545,8.076923077,FCC_PLUS_BCC
3.0,9.975229265,3.111111111,9.134370237,1.064065164,0.041096093,4.666666667,BCC_SS
3.0,9.175686665,2.666666667,9.134370237,4.289381563,0.129614814,4.333333333,BCC_SS
4.0,11.06,3.5,11.53,3.95,0.12,4.5,BCC_SS
4.0,11.06,3.5,11.53,3.95,0.12,4.5,BCC_SS
4.0,11.06,3.5,11.53,3.95,0.12,4.5,BCC_SS
4.0,11.06,3.5,11.53,3.95,0.12,4.5,BCC_SS
4.0,11.06,3.5,11.53,3.95,0.12,4.5,BCC_SS
5.0,9.9,2.72,13.38,4.01,0.12,4.4,BCC_SS
5.0,9.9,2.72,13.38,4.01,0.12,4.4,BCC_SS
5.0,9.9,2.72,13.38,4.01,0.12,4.4,BCC_SS
5.0,9.9,2.72,13.38,4.01,0.12,4.4,BCC_SS
3.0,8.28,-4.89,9.13,1.12,0.11,8.33,FCC_SS
3.0,8.28,-4.89,9.13,1.12,0.11,8.33,FCC_SS
3.0,8.28,-4.89,9.13,1.12,0.11,8.33,FCC_SS
3.0,8.28,-4.89,9.13,1.12,0.11,8.33,FCC_SS
3.0,8.28,-4.89,9.13,1.12,0.11,8.33,FCC_SS
3.0,8.28,-4.89,9.13,1.12,0.11,8.33,FCC_SS
3.0,8.28,-4.89,9.13,1.12,0.11,8.33,FCC_SS
3.0,8.28,-4.89,9.13,1.12,0.11,8.33,FCC_SS
5.0,8.025760676,-4.16,13.38,0.92,0.14,8.0,FCC_SS
5.0,10.77298381,-7.04,13.38161053,7.65394798,0.355662762,5.0,Im
5.0,10.77298381,-7.04,13.38161053,7.65394798,0.355662762,5.0,Im
5.0,10.77298381,-7.04,13.38161053,7.65394798,0.355662762,5.0,Im
5.0,10.77298381,-7.04,13.38161053,7.65394798,0.355662762,5.0,Im
6.0,7.388644866,-13.9748,13.30361728,5.655462385,0.122434105,8.07,Im
6.0,7.388644866,-13.9748,13.30361728,5.655462385,0.122434105,8.07,Im
6.0,7.388644866,-13.9748,13.30361728,5.655462385,0.122434105,8.07,Im
6.0,7.388644866,-13.9748,13.30361728,5.655462385,0.122434105,8.07,Im
6.0,7.388644866,-13.9748,13.30361728,5.655462385,0.122434105,8.07,Im
6.0,7.388644866,-13.9748,13.30361728,5.655462385,0.122434105,8.07,Im
6.0,7.388644866,-13.9748,13.30361728,5.655462385,0.122434105,8.07,Im
6.0,7.388644866,-13.9748,13.30361728,5.655462385,0.122434105,8.07,Im
7.0,7.474871348,-14.2653,13.46867203,5.828183,0.126940685,8.075,Im
7.0,7.474871348,-14.2653,13.46867203,5.828183,0.126940685,8.075,Im
7.0,7.474871348,-14.2653,13.46867203,5.828183,0.126940685,8.075,Im
7.0,7.474871348,-14.2653,13.46867203,5.828183,0.126940685,8.075,Im
7.0,7.474871348,-14.2653,13.46867203,5.828183,0.126940685,8.075,Im
5.0,5.76,-17.44,13.38,5.53,0.11,4.2,Im
5.0,6.72,-12.32,13.38,5.25,0.12,7.2,Im
5.0,12.36,-4.64,13.38,3.21,0.34,5.4,Im
5.0,12.36,-4.64,13.38,3.21,0.34,5.4,Im
5.0,12.36,-4.64,13.38,3.21,0.34,5.4,Im
5.0,8.025760676,-4.16,13.38,0.92,0.14,8.0,Im
6.0,6.44,-17.92,14.7,6.12,0.13,6.91,Im
5.0,8.025760676,-4.16,13.38161053,3.269463577,0.138361844,8.0,FCC_SS
5.0,8.161002668,-4.76,11.76515168,1.823651253,0.116510729,8.35,FCC_SS
5.0,8.161002668,-4.76,11.76515168,1.823651253,0.116510729,8.35,FCC_SS
5.0,8.262592345,-4.84,11.76515168,1.801258717,0.118299408,8.45,FCC_SS
4.0,8.083310469,-4.005,10.39680622,2.534584435,0.118417693,8.35,BCC_SS
6.0,7.221917382,-11.27873016,12.94078723,5.306087331,0.132894994,7.666666667,Im
6.0,7.557719697,-9.7426,12.51380718,4.78716918,0.131911296,7.91,Im
6.0,7.5808311,-10.0974,12.4927989,4.853637233,0.13300812,7.92,Im
5.0,7.379340731,-13.91608889,12.02945239,5.411474587,0.133739693,7.656666667,Im
5.0,7.356273335,-13.68622222,12.01753385,5.354330012,0.132645576,7.646666667,Im
4.0,7.715282655,-0.96,9.923722948,4.045008413,0.138289551,7.5,FCC_SS
4.0,7.715282655,-0.96,9.923722948,4.045008413,0.138289551,7.5,FCC_SS
4.0,7.715282655,-0.96,9.923722948,4.045008413,0.138289551,7.5,FCC_SS
5.0,7.799244898,-2.716658499,10.58348832,7.100593467,0.189878646,7.912175649,FCC_SS
5.0,7.799244898,-2.716658499,10.58348832,7.100593467,0.189878646,7.912175649,FCC_SS
5.0,7.799244898,-2.716658499,10.58348832,7.100593467,0.189878646,7.912175649,FCC_SS
5.0,7.752467648,-5.0098336,10.80200824,8.239192249,0.206948439,7.868,FCC_SS
5.0,7.752467648,-5.0098336,10.80200824,8.239192249,0.206948439,7.868,FCC_SS
5.0,7.752467648,-5.0098336,10.80200824,8.239192249,0.206948439,7.868,FCC_SS
5.0,8.04,2.72,13.38,0.92,0.14,8.4,FCC_PLUS_BCC
5.0,8.04,2.72,13.38,0.92,0.14,8.4,FCC_PLUS_BCC
5.0,8.04,2.72,13.38,0.92,0.14,8.4,FCC_PLUS_BCC
5.0,8.04,2.72,13.38,0.92,0.14,8.4,FCC_PLUS_BCC
5.0,8.04,2.72,13.38,0.92,0.14,8.4,FCC_PLUS_BCC
5.0,8.04,2.72,13.38,0.92,0.14,8.4,FCC_PLUS_BCC
6.0,6.907779873,-17.9925,13.66654467,10.00289075,0.202181694,7.25,Im
7.0,6.225147655,-12.88888889,14.8975162,6.364112905,0.146969385,6.666666667,Im
7.0,6.873171571,-3.777777778,14.8975162,5.337100511,0.137042167,7.333333333,FCC_PLUS_BCC
5.0,2.66,-2.7,8.34,6.19,0.16,3.46,Im
5.0,2.74,-2.52,8.06,5.96,0.16,3.51,Im
5.0,2.77,-2.3,7.7,5.67,0.15,3.55,Im
,,,,,,,
